"TANGGAL","CUSTOMER_CODE","NAME_1","CUSTOMER_SINCE","RT_RW","RESIDENCE","TAX_ID","SECTOR","TOWN_COUNTRY","COUNTRY","CUSTOMER_RATING","SMS_1","PHONE_1","PROVINCE","DISTRICT_CODE","POST_CODE","FUND_SOURCE","MOTH_MAIDEN","PLACE_BIRTH","DATE_OF_BIRTH","GENDER","EMPLOYERS_BUSS","EMPLOYMENT_STATUS","OCCUPATION","MARITAL_STATUS","EDUCATION","RELIGION","LEGAL_ID_NO","LEGAL_TYPE","NATIONALITY","RESIDE_Y_N","GUARANTOR_CODE","SID_RELATI_BANK","LBU_CUST_TYPE","EMPLOYERS_NAME","EMPLOYERS_ADD","STREET","FUND_SOURCE_AMT","COMPANY_BOOK","SHORT_NAME","BUSINESS_TYPE","FIRST_REG_NO","FIRST_REG_DATE","LEGAL_ID","LEGAL_ISS_DATE","LEGAL_EXP_DATE","SID_ECO_SECTOR","ACCOUNT_OFFICER","ADDR_PHONE_AREA","TAXABLE","OFF_PHONE","CUST_TYPE","KOLEK","JOB_TITLE","EMAIL","RISK_LEVEL_ID"
"2025-05-19",10343407,CV Mardhiyah Tbk,"2022-02-06","004/002",Gang Raya Ujungberung No. 39,"123-95-0342","34",Bau-Bau,Indonesia,C,"6568867382265",+62 (999) 331-2993,Jambi,"6906","82423",Market researcher,Elma,Tomohon,"1959-12-26",F,UD Hutasoit,Permanent,Photographer,Married,S2,Hindu,"4493768619898997",KTP,ID,Y,"2386","2187","1",UD Megantara Pranowo Tbk,"Gang Sadang Serang No. 7
Solok, Sumatera Utara 64846",Gg. Merdeka,93520.33,"564",(Persero) Tbk,"48",G 0341 KN,"2020-08-05",N 9541 FL,"2021-04-07","2043-06-06","1787","4353",+62-94-930-5534,N,+62-009-467-4804,P,"2",Claims inspector/assessor,sihombingmakuta@example.com,"2"
"2025-05-19",10519563,CV Prasetya Tbk,"2016-06-24","003/003",Gang W.R. Supratman No. 678,"027-70-3126","5",Denpasar,Indonesia,A,"6530722995521",+62 (723) 148 8975,Papua,"4193","50635",Medical secretary,Qori,Pekalongan,"1977-02-10",F,CV Puspasari,Contract,Tax inspector,Single,S1,Buddha,"6908930999467298",KTP,ID,Y,"1306","5935","1",Perum Pudjiastuti Puspita,"Jalan M.H Thamrin No. 5
Sibolga, JB 28352",Gang Otto Iskandardinata,66665.28,"732",Tbk,"75",M 1584 NPG,"2021-01-22",DI 6851 ZOT,"2025-01-31","2046-08-27","7810","9264",+62-76-515-2035,N,+62-083-686-0678,P,"1",Glass blower/designer,lili64@example.org,"3"
"2025-05-19",10843490,CV Utama,"2024-05-30","006/003",Jalan Asia Afrika No. 6,"611-72-2463","73",Serang,Indonesia,B,"9024507624864",+62 (0998) 159 5177,Kepulauan Riau,"7249","86358",Financial trader,Irma,Bontang,"1964-10-11",M,PT Narpati Budiyanto Tbk,Permanent,English as a second language teacher,Divorced,SMA,Buddha,"9009819536154427",KTP,ID,N,"2055","8631","2",Perum Putra (Persero) Tbk,"Jalan Pasirkoja No. 521
Sabang, Sulawesi Barat 41714",Gang Wonoayu,19644.04,"39",(Persero) Tbk,"39",CH 6845 RIK,"2024-09-19",CN 8438 FI,"2024-05-02","2047-07-09","4405","6218",+62-304-498-1895,Y,"081 238 6739",P,"2","Psychologist, counselling",bdongoran@example.net,"3"
"2025-05-19",10449413,PT Yolanda Laksita (Persero) Tbk,"2020-04-25","006/001",Jl. Jamika No. 6,"201-14-2923","21",Sukabumi,Indonesia,A,"7769836713908","0850854240",Jambi,"5592","65328",Data scientist,Vicky,Pariaman,"1972-06-16",F,UD Siregar,Contract,Database administrator,Single,S1,Hindu,"8855545563631881",KTP,ID,Y,"4259","4293","1",CV Tamba,"Gang Rawamangun No. 244
Bukittinggi, BE 48185",Jalan Suryakencana,52511.08,"157",Tbk,"80",B 851 WT,"2023-09-02",A 9354 KEY,"2021-01-22","2027-02-20","4830","1152",(0372) 088 2257,Y,+62 (0654) 480 6344,P,"2",Nutritional therapist,marpaungjaswadi@example.com,"2"
"2025-05-19",11197355,PD Damanik,"2018-06-13","007/002",Jalan Kapten Muslihat No. 01,"516-69-0152","28",Pontianak,Indonesia,A,"4590970782481",+62 (0944) 111-6496,Kepulauan Bangka Belitung,"1163","40110","Therapist, drama",Indah,Surakarta,"1962-03-09",M,UD Permata Wibowo Tbk,Permanent,Futures trader,Single,S1,Buddha,"4971931932726320",KTP,ID,Y,"3012","8008","2",Perum Habibi (Persero) Tbk,"Jalan Soekarno Hatta No. 153
Pontianak, Lampung 98148",Jalan Kutai,37154.81,"836",(Persero) Tbk,"2",S 170 AO,"2021-01-27",F 801 XX,"2021-11-25","2034-08-27","8168","7993",+62 (78) 091 1914,Y,"088 377 3567",C,"5",Building services engineer,nurul55@example.com,"3"
"2025-05-19",10237307,PT Adriansyah Zulkarnain,"2016-04-07","006/006",Jl. R.E Martadinata No. 53,"694-47-9346","32",Metro,Indonesia,C,"3546795383779",+62 (95) 740 5793,Sulawesi Tenggara,"1928","32748",Musician,Yuliana,Bontang,"1997-06-11",F,UD Megantara (Persero) Tbk,Freelance,Architect,Married,SMA,Islam,"9480834168793419",KTP,ID,Y,"4781","5232","2",UD Wijaya Haryanto,"Jl. Sadang Serang No. 0
Surakarta, SS 95110",Gang Indragiri,17892.1,"30",Tbk,"28",XZ 7841 EWQ,"2024-07-02",M 8863 OZV,"2021-06-25","2030-01-09","5437","3159",(023) 926 5724,Y,+62 (0438) 077 4421,P,"5",Hospital pharmacist,bakidin47@example.net,"2"
"2025-05-19",10676855,PD Winarsih Tbk,"2020-03-03","008/002",Gg. Cikapayang No. 7,"633-87-5398","75",Dumai,Indonesia,C,"6625287169444",+62 (49) 879-6357,Sumatera Utara,"1268","21910",Higher education lecturer,Kiandra,Bima,"1972-11-24",F,UD Irawan (Persero) Tbk,Freelance,"Accountant, chartered public finance",Single,SMA,Kristen,"1469445477445719",KTP,ID,N,"1958","8198","2",Perum Winarsih Susanti,"Jl. Otto Iskandardinata No. 20
Padangpanjang, Jawa Timur 05752",Gg. Ahmad Yani,91712.89,"266",Tbk,"85",E 6646 CB,"2023-12-23",HO 7606 MB,"2025-03-26","2036-05-05","9953","8578",+62 (02) 225 8852,Y,+62-0841-649-7984,C,"4",Quantity surveyor,asmianto18@example.org,"2"
"2025-05-19",10765472,PD Nurdiyanti Latupono (Persero) Tbk,"2015-09-17","005/007",Jl. Raya Ujungberung No. 14,"614-95-4150","14",Depok,Indonesia,C,"1167747731334",+62 (017) 027-2935,Nusa Tenggara Timur,"3996","44564","Teacher, English as a foreign language",Nabila,Bukittinggi,"2006-02-25",M,Perum Laksmiwati Haryanto Tbk,Contract,Research scientist (physical sciences),Married,S2,Kristen,"8857855427066452",KTP,ID,N,"3524","8686","1",PT Nashiruddin Tbk,"Jl. Surapati No. 1
Makassar, Sumatera Utara 83775",Jl. Kebonjati,34608.36,"894",Tbk,"9",LL 5192 CX,"2024-03-19",Y 0675 WID,"2024-05-16","2038-06-09","3947","3548","088 346 2580",N,+62 (0191) 116-8802,P,"5",Retail buyer,nugrohomaryadi@example.net,"3"
"2025-05-19",10016994,UD Narpati Tbk,"2016-03-23","006/007",Gg. PHH. Mustofa No. 620,"280-64-1487","51",Prabumulih,Indonesia,C,"8049479534330",(066) 604 5236,Jawa Barat,"5616","43386",Engineering geologist,Patricia,Tual,"1970-07-26",M,UD Anggriawan,Permanent,"Education officer, museum",Married,SMA,Kristen,"6164760241599450",KTP,ID,Y,"4052","2633","1",Perum Halim (Persero) Tbk,"Jl. Rumah Sakit No. 789
Banda Aceh, SU 68198",Gang M.T Haryono,9369.1,"49",Tbk,"16",V 5935 NN,"2021-05-14",QL 212 PWD,"2021-05-13","2049-01-25","9698","8502",(0011) 923-5737,Y,+62-932-501-9227,P,"3",Chief of Staff,phalimah@example.net,"3"
"2025-05-19",10948306,CV Lazuardi,"2015-08-04","009/007",Gg. Gedebage Selatan No. 0,"607-68-2416","96",Lubuklinggau,Indonesia,C,"3775312847943",+62-0152-166-4445,Aceh,"1819","97767","Psychologist, prison and probation services",Samiah,Denpasar,"1964-07-06",M,Perum Mandasari Maryati (Persero) Tbk,Contract,Air broker,Single,S1,Hindu,"1324745456179565",KTP,ID,Y,"3474","6775","1",UD Halimah,"Gang Soekarno Hatta No. 8
Metro, LA 89668",Jl. Bangka Raya,59187.94,"635",(Persero) Tbk,"80",A 218 PZ,"2021-06-14",WL 5382 HX,"2020-12-24","2043-12-26","5125","6815",+62 (008) 864-2943,Y,+62 (14) 749-3549,C,"1",Information officer,ardiantopadma@example.com,"2"
"2025-05-19",10543310,Perum Halimah Tbk,"2022-10-11","002/003",Jalan Stasiun Wonokromo No. 09,"604-80-3349","23",Kota Administrasi Jakarta Timur,Indonesia,A,"7629317707723",+62-096-694-1620,Kalimantan Utara,"9064","60831",Clinical research associate,Kamila,Magelang,"1991-02-02",F,PT Saragih Nainggolan,Permanent,Airline pilot,Single,S2,Buddha,"2473123023693549",KTP,ID,Y,"6909","5739","1",Perum Widodo (Persero) Tbk,"Jalan Siliwangi No. 0
Magelang, JK 86040",Jl. Ahmad Yani,15289.85,"385",(Persero) Tbk,"23",UE 328 RY,"2025-05-16",A 564 MK,"2021-06-03","2035-09-09","7174","6251",+62 (819) 723 9612,N,+62 (0222) 616-7336,C,"2",Paediatric nurse,uwaisharsaya@example.net,"1"
"2025-05-19",10056049,UD Simanjuntak (Persero) Tbk,"2020-05-22","001/009",Gang Cikutra Timur No. 237,"094-46-3965","26",Pangkalpinang,Indonesia,A,"3945592815154",(0365) 319-3366,Nusa Tenggara Barat,"5749","48591",Cytogeneticist,Salsabila,Kendari,"1981-01-26",F,PD Irawan (Persero) Tbk,Contract,"Scientist, biomedical",Single,S1,Buddha,"6397298606633323",KTP,ID,N,"1192","5439","2",UD Usamah,"Jl. HOS. Cokroaminoto No. 556
Banjarbaru, GO 14547",Gg. Pelajar Pejuang,3060.15,"171",(Persero) Tbk,"2",IQ 6232 YEV,"2024-11-03",WD 8918 RX,"2023-05-09","2033-02-04","7130","7185",+62 (912) 470-4312,N,+62 (0021) 409 9149,P,"5","Designer, ceramics/pottery",saptonocengkal@example.com,"2"
"2025-05-19",11495851,PT Hutapea,"2016-12-05","004/008",Jalan Jend. A. Yani No. 480,"425-33-2846","64",Lhokseumawe,Indonesia,B,"3320026839700",(0349) 538 1013,Sulawesi Selatan,"3976","62069",Chartered loss adjuster,Chelsea,Banjar,"1986-10-11",F,PD Thamrin Tbk,Freelance,Occupational hygienist,Divorced,SMA,Kristen,"8905153371327086",KTP,ID,N,"7784","4820","2",CV Suryatmi,"Jl. Ronggowarsito No. 47
Kupang, BT 61840",Jalan Pelajar Pejuang,19313.67,"944",Tbk,"64",N 0811 YB,"2024-04-17",M 3207 KA,"2024-02-23","2032-06-23","8768","6224",(015) 684 9331,Y,+62 (0768) 463-8834,P,"3",Sports coach,nyolanda@example.net,"3"
"2025-05-19",11311079,PT Novitasari,"2024-10-09","003/001",Gang Abdul Muis No. 2,"375-20-9209","54",Jayapura,Indonesia,A,"2954313035294",(0239) 006 7282,Maluku Utara,"7543","55782","Doctor, general practice",Zaenab,Kota Administrasi Jakarta Pusat,"1971-10-12",M,CV Widiastuti Iswahyudi,Permanent,Chartered legal executive (England and Wales),Divorced,SMA,Islam,"4322623869347247",KTP,ID,Y,"3472","5683","1",CV Hartati Laksmiwati,"Jl. Cempaka No. 97
Banjarbaru, Kepulauan Riau 22059",Gang Otto Iskandardinata,8062.25,"947",Tbk,"99",J 3058 FWP,"2020-12-08",HX 0818 UZ,"2021-12-10","2032-06-08","7725","4577","081 595 7267",Y,(087) 987-6059,P,"5","Chemist, analytical",sadinahartati@example.net,"2"
"2025-05-19",11107240,CV Mardhiyah Pudjiastuti (Persero) Tbk,"2019-09-12","006/007",Gg. Stasiun Wonokromo No. 5,"720-78-3581","30",Batu,Indonesia,B,"9855657680178",+62 (92) 688 9851,Nusa Tenggara Timur,"5003","70722",Location manager,Siti,Semarang,"1986-01-27",M,PD Wijayanti (Persero) Tbk,Freelance,Outdoor activities/education manager,Married,SMA,Hindu,"7881008611830457",KTP,ID,Y,"1700","8069","2",PD Maryadi,"Jalan Pasirkoja No. 535
Pematangsiantar, Gorontalo 70268",Jl. Asia Afrika,8523.78,"680",Tbk,"34",BT 744 HL,"2020-07-21",J 507 NSV,"2020-07-19","2036-08-06","9427","1443",+62 (058) 046 5721,N,+62 (087) 288-4359,P,"2","Psychologist, sport and exercise",nababanpangestu@example.com,"1"
"2025-05-19",11082815,PT Hidayat Tbk,"2023-11-26","002/004",Gg. Yos Sudarso No. 8,"843-91-4903","84",Kediri,Indonesia,C,"595325085804",+62 (67) 269 6682,Maluku,"1662","15715","Therapist, drama",Yulia,Palu,"1977-09-10",F,Perum Nashiruddin Simbolon Tbk,Freelance,Pension scheme manager,Divorced,SMA,Kristen,"8376194289895385",KTP,ID,Y,"3896","3487","1",UD Zulkarnain Yulianti,"Jl. Rumah Sakit No. 621
Banjarmasin, LA 78443",Jalan Cikapayang,95025.92,"178",(Persero) Tbk,"10",CZ 912 ZKH,"2020-06-27",B 0637 XR,"2023-05-05","2033-11-24","7096","5850",+62 (058) 690 4513,Y,+62 (93) 113-7183,C,"5",Higher education careers adviser,bagusmelani@example.com,"1"
"2025-05-19",10644511,PD Halim Kurniawan,"2017-12-27","007/009",Gang Asia Afrika No. 94,"065-36-2105","54",Kota Administrasi Jakarta Selatan,Indonesia,C,"1446820401807",+62 (0980) 065 9534,Sulawesi Utara,"9183","62620","Teacher, adult education",Zulfa,Tanjungbalai,"1992-04-04",F,UD Hidayanto Pratama Tbk,Permanent,Arts development officer,Single,S2,Islam,"3942802202002638",KTP,ID,N,"9802","1958","2",CV Kuswoyo,"Jl. Rajiman No. 0
Cimahi, Lampung 27122",Gang Moch. Ramdan,31621.08,"313",Tbk,"97",C 9869 RJ,"2021-12-03",A 5014 ERV,"2023-09-16","2044-03-31","3188","1015",(0735) 368 6669,Y,(017) 027-7591,C,"2",Chartered loss adjuster,hartatiyuni@example.org,"3"
"2025-05-19",10748415,Perum Prabowo Tbk,"2017-03-10","009/008",Jalan Dr. Djunjunan No. 377,"341-54-6036","57",Surakarta,Indonesia,C,"9467385221976",(045) 807 1906,Kepulauan Riau,"9592","72972","Lecturer, higher education",Malika,Banjar,"1969-12-12",M,PD Mangunsong Tbk,Contract,Museum/gallery curator,Divorced,S1,Buddha,"4618431081856792",KTP,ID,N,"7542","6092","1",Perum Dongoran Tarihoran (Persero) Tbk,"Jalan Raya Setiabudhi No. 9
Pekanbaru, Sulawesi Tengah 61268",Jalan Ciumbuleuit,59983.54,"742",Tbk,"17",W 023 YA,"2024-01-06",PG 5171 NA,"2021-12-28","2039-08-08","4566","5852",+62 (0459) 236-4997,Y,"0851246125",P,"5",Logistics and distribution manager,radika92@example.org,"1"
"2025-05-19",11117560,Perum Pradana,"2017-04-18","007/003",Gg. Sukajadi No. 351,"750-72-3552","23",Gorontalo,Indonesia,A,"9184860615048",+62 (487) 439-0020,Sumatera Selatan,"4167","33989",Trade union research officer,Cici,Banjarmasin,"1999-09-02",M,UD Waskita Waluyo Tbk,Contract,"Education officer, community",Divorced,SMA,Islam,"2469030360241522",KTP,ID,N,"9714","4554","1",Perum Suryono (Persero) Tbk,"Gang Lembong No. 714
Palopo, Maluku 15749",Gang Erlangga,28859.05,"498",(Persero) Tbk,"66",NM 761 CXC,"2022-04-23",AF 4049 OTV,"2024-06-17","2048-12-16","2833","2475",(011) 172 4789,N,+62 (046) 534-6192,C,"2",Fitness centre manager,adriansyahcemplunk@example.net,"2"
"2025-05-19",11012871,PT Mangunsong Prastuti,"2023-12-06","005/009",Gang Ahmad Dahlan No. 726,"489-89-3716","13",Surakarta,Indonesia,C,"9340472117456",+62-026-714-0620,Papua Barat,"3635","77330","Engineer, electrical",Bella,Tangerang,"1997-02-12",M,UD Puspasari Rahimah Tbk,Permanent,Chief Operating Officer,Divorced,S2,Islam,"2975637956388973",KTP,ID,N,"7918","7714","1",CV Rahimah Tbk,"Gg. Cihampelas No. 0
Bandar Lampung, YO 30349",Jl. Setiabudhi,74012.55,"764",Tbk,"22",C 1939 BWR,"2020-06-08",V 056 LJY,"2021-06-11","2040-04-19","1034","2022",+62 (951) 975 3989,Y,+62 (476) 909-4158,C,"2",Music tutor,danupermata@example.com,"3"
"2025-05-19",10622334,CV Siregar,"2023-10-31","003/009",Jalan Kapten Muslihat No. 481,"244-74-2183","44",Denpasar,Indonesia,A,"2765114020073",+62 (006) 526-7767,Sulawesi Selatan,"9912","61908",Film/video editor,Ratih,Pangkalpinang,"1964-04-20",M,UD Wastuti,Permanent,Fine artist,Single,S1,Islam,"8292344770396974",KTP,ID,Y,"5426","5002","1",PT Firmansyah Tbk,"Gang Medokan Ayu No. 2
Bau-Bau, Sulawesi Utara 11478",Gg. Pasir Koja,55433.5,"2",(Persero) Tbk,"46",Z 6439 NIE,"2023-08-18",L 5116 TD,"2020-09-24","2034-09-18","3651","7847",+62 (048) 971-9551,Y,+62 (0623) 013 7189,P,"1","Engineer, agricultural",warjiwidodo@example.com,"2"
"2025-05-19",10155293,CV Zulkarnain Tbk,"2019-08-05","007/009",Gang Rajawali Timur No. 143,"411-55-4159","90",Tegal,Indonesia,B,"9024666450299",(0189) 331 9472,Kalimantan Utara,"3687","69950",Learning mentor,Eli,Pontianak,"1995-05-08",F,PD Yuniar,Permanent,Chief of Staff,Single,SMA,Kristen,"8855005051366789",KTP,ID,N,"4339","4514","2",CV Iswahyudi Sihombing (Persero) Tbk,"Gg. Monginsidi No. 21
Langsa, Kalimantan Timur 81597",Jl. Pasteur,41343.4,"765",(Persero) Tbk,"11",T 429 CKS,"2023-05-04",L 9987 PE,"2021-06-08","2040-02-28","9284","6508",+62-71-870-9752,Y,"0851329097",C,"2",Clothing/textile technologist,teguhuyainah@example.org,"2"
"2025-05-19",10982899,Perum Simanjuntak (Persero) Tbk,"2019-10-03","008/002",Gang Rungkut Industri No. 27,"477-74-1497","32",Lhokseumawe,Indonesia,B,"948326167645",(087) 946-8576,Sulawesi Tenggara,"5992","24242","Sales professional, IT",Tina,Tidore Kepulauan,"1976-01-24",M,PT Thamrin (Persero) Tbk,Permanent,Veterinary surgeon,Single,SMA,Kristen,"9107099527376624",KTP,ID,Y,"3496","2624","1",Perum Yolanda,"Gang M.T Haryono No. 227
Tangerang Selatan, PA 71455",Gg. Kapten Muslihat,35583.43,"192",(Persero) Tbk,"60",B 664 SSR,"2023-10-10",O 707 WG,"2022-04-24","2033-03-07","2037","9656",+62 (0875) 002 9809,N,(055) 904-2168,C,"1","Journalist, newspaper",astutihartana@example.com,"2"
"2025-05-19",10174060,PD Mangunsong Ardianto Tbk,"2017-02-28","008/008",Jalan Bangka Raya No. 56,"613-86-3680","50",Batu,Indonesia,A,"1199588242781",+62-083-000-7537,DKI Jakarta,"1711","65376",Herpetologist,Eli,Parepare,"1986-08-25",F,CV Fujiati,Freelance,Diplomatic Services operational officer,Single,SMA,Islam,"6892415340053516",KTP,ID,N,"5052","2229","1",UD Saefullah Prasetya (Persero) Tbk,"Gang Ronggowarsito No. 92
Bontang, Sumatera Barat 73023",Jalan Moch. Toha,47241.8,"456",(Persero) Tbk,"53",LB 7551 QY,"2024-03-24",ST 051 WEU,"2024-02-15","2048-09-02","2913","8547",(0188) 874 9442,Y,+62-181-140-7319,C,"5",Chiropodist,wtampubolon@example.com,"2"
"2025-05-19",11290414,CV Wacana Kuswandari,"2015-08-28","009/004",Gang Kutai No. 7,"893-54-3476","70",Pematangsiantar,Indonesia,C,"5472230308593","0887056768",Bengkulu,"5897","55867","Designer, graphic",Yessi,Dumai,"1976-11-29",F,CV Prasasta Prasasta (Persero) Tbk,Permanent,Control and instrumentation engineer,Divorced,S2,Islam,"7450873334820105",KTP,ID,Y,"7402","7174","2",PD Pudjiastuti Hakim,"Jalan Kiaracondong No. 44
Tebingtinggi, Sulawesi Tenggara 38345",Gg. Raya Ujungberung,69897.19,"842",(Persero) Tbk,"52",S 5683 MRX,"2024-08-14",L 268 BK,"2023-07-03","2040-05-02","9746","7299",(0656) 406-0093,Y,+62-37-400-6392,C,"5","Geologist, wellsite",humaira40@example.org,"1"
"2025-05-19",10936359,CV Yuniar,"2019-07-27","003/006",Gang Pasteur No. 842,"808-68-5313","58",Palembang,Indonesia,A,"5656588469181",(054) 636 8052,Kepulauan Bangka Belitung,"6047","90837",Land,Mila,Bekasi,"1989-03-23",M,PD Yuniar,Contract,Holiday representative,Married,SMA,Hindu,"4919529907408341",KTP,ID,Y,"8280","5880","1",CV Yulianti Tbk,"Gang Sentot Alibasa No. 226
Kota Administrasi Jakarta Pusat, KB 51976",Jl. Gegerkalong Hilir,58353.83,"623",Tbk,"3",HK 7059 AK,"2020-11-21",QU 3428 PNN,"2021-11-29","2033-04-09","8291","5392",+62 (38) 356 2737,N,+62 (019) 182-0604,P,"5",Manufacturing engineer,asmuni96@example.net,"2"
"2025-05-19",11040407,CV Yulianti Halim,"2016-06-25","007/005",Gg. R.E Martadinata No. 655,"087-18-8784","9",Purwokerto,Indonesia,B,"4819571463970",+62-35-529-7096,Nusa Tenggara Barat,"7493","73495",Air cabin crew,Chelsea,Parepare,"1969-08-13",M,CV Prabowo Nuraini (Persero) Tbk,Freelance,"Doctor, general practice",Single,S2,Buddha,"7178951723950240",KTP,ID,N,"5176","6766","2",PD Oktaviani Kuswoyo (Persero) Tbk,"Jl. Sukabumi No. 89
Yogyakarta, Jawa Tengah 83816",Gang Moch. Ramdan,41157.18,"78",Tbk,"66",ND 8013 ID,"2024-02-29",F 7116 LR,"2024-03-22","2029-08-10","4170","9258",+62 (0227) 541-0959,N,(0568) 542 0667,P,"4",Clinical cytogeneticist,kawacasusanti@example.com,"2"
"2025-05-19",10958953,CV Sihombing Tbk,"2019-11-16","004/005",Gg. Asia Afrika No. 7,"517-33-8328","59",Pontianak,Indonesia,C,"9242811236293","0828877787",Kalimantan Selatan,"6625","37034",Community pharmacist,Genta,Balikpapan,"1975-01-24",F,PD Rajata (Persero) Tbk,Freelance,Financial planner,Divorced,S2,Islam,"4430128374462468",KTP,ID,N,"9744","1458","2",PT Yulianti (Persero) Tbk,"Jl. Pasirkoja No. 741
Padang, KU 83674",Jalan Pacuan Kuda,29711.56,"11",(Persero) Tbk,"78",JS 027 IMO,"2023-03-20",U 048 NP,"2020-05-29","2033-01-19","3730","9433","0834306903",N,+62 (564) 167 2090,P,"3",Politician's assistant,maulanagandi@example.org,"1"
"2025-05-19",11049524,CV Wijayanti,"2017-10-30","002/001",Jl. Antapani Lama No. 388,"051-72-6689","21",Sibolga,Indonesia,B,"6292319122667",+62 (553) 837-3579,Sumatera Selatan,"3286","70120","Research officer, political party",Samiah,Langsa,"1986-06-29",M,Perum Januar Puspasari,Contract,Licensed conveyancer,Married,S1,Islam,"8564850530141593",KTP,ID,Y,"5432","9759","2",PT Rajasa Hasanah,"Jalan M.H Thamrin No. 038
Ternate, BB 28959",Jalan Gedebage Selatan,36498.36,"107",(Persero) Tbk,"99",X 8561 KY,"2024-10-17",QA 1890 JZR,"2021-04-28","2046-06-15","4628","1008",+62-018-181-4072,Y,+62 (0883) 181 0070,P,"3",Media buyer,fprayoga@example.com,"2"
"2025-05-19",11102346,CV Pertiwi Yolanda,"2023-12-05","005/009",Gg. Cihampelas No. 6,"074-76-8622","71",Kota Administrasi Jakarta Barat,Indonesia,A,"2032544081372",(0763) 115-1366,Papua,"8761","44329",Civil Service administrator,Violet,Banda Aceh,"1988-11-02",M,Perum Hutapea Pranowo (Persero) Tbk,Freelance,"Surveyor, hydrographic",Married,S1,Kristen,"2345467287521646",KTP,ID,N,"7071","1208","1",CV Suryono Tbk,"Gang Sukajadi No. 240
Tangerang Selatan, Jawa Tengah 78954",Gg. Rajiman,1062.56,"48",Tbk,"87",SH 8284 FYB,"2020-11-19",N 8471 SK,"2021-09-29","2040-02-11","6651","7395","086 436 8128",N,+62 (017) 310 5215,P,"5",Patent attorney,bellapuspita@example.net,"3"
"2025-05-19",10381849,PT Mahendra Pradana,"2020-01-25","006/004",Gg. Pasir Koja No. 69,"425-42-0838","3",Balikpapan,Indonesia,B,"8507730955977",+62 (043) 691-7159,DKI Jakarta,"7347","48375","Conservator, furniture",Amelia,Metro,"1980-03-28",M,UD Waskita (Persero) Tbk,Freelance,"Psychotherapist, dance movement",Married,S2,Kristen,"4947632541163359",KTP,ID,N,"8077","8353","1",PT Prabowo Tbk,"Jalan Rajawali Barat No. 6
Serang, BE 75207",Gg. Stasiun Wonokromo,50762.71,"492",Tbk,"93",DV 338 CHI,"2020-10-17",EA 076 UDN,"2021-03-31","2039-06-22","1319","2938",+62 (064) 036 8406,N,(0225) 723 1210,P,"4","Production designer, theatre/television/film",prabasamosir@example.org,"3"
"2025-05-19",11406034,CV Sinaga Haryanto Tbk,"2016-01-11","001/001",Gang Rajiman No. 653,"358-36-3923","15",Palangkaraya,Indonesia,C,"8057181878177",+62-097-632-9237,Kalimantan Selatan,"4343","66063",Contracting civil engineer,Wirda,Malang,"1967-04-02",F,CV Pradana Tbk,Freelance,Hydrographic surveyor,Single,SMA,Kristen,"9277021620265114",KTP,ID,N,"5964","5129","1",CV Najmudin Tbk,"Jl. M.T Haryono No. 168
Tangerang, Papua Barat 70865",Jl. Cikutra Timur,60543.85,"961",(Persero) Tbk,"6",BQ 0831 BM,"2024-01-16",U 7448 VE,"2025-01-18","2046-08-11","7445","8929","0881688348",N,+62 (0262) 504-1185,C,"4",Medical laboratory scientific officer,etampubolon@example.com,"3"
"2025-05-19",10210732,PT Puspasari,"2018-02-22","007/006",Gang Ahmad Yani No. 906,"898-78-5654","22",Kota Administrasi Jakarta Pusat,Indonesia,B,"6335252615982",(081) 056 2506,Papua Barat,"1632","59522",Sports therapist,Azalea,Sorong,"1985-09-05",M,CV Wasita,Permanent,Investment analyst,Single,S1,Hindu,"6380510020597573",KTP,ID,N,"8826","3243","2",PD Pradana,"Jalan Kapten Muslihat No. 342
Banda Aceh, AC 76694",Jalan Bangka Raya,93311.45,"787",(Persero) Tbk,"23",ZH 0952 BXS,"2021-10-31",MG 546 ZDI,"2020-09-22","2038-09-17","4018","3962",+62 (25) 551-9675,Y,(0761) 648-0421,P,"3",Administrator,utamiagus@example.com,"1"
"2025-05-19",10105800,PT Pudjiastuti Natsir,"2018-12-17","004/005",Jalan Suniaraja No. 878,"588-27-1416","57",Tarakan,Indonesia,A,"4495266645702",(091) 480-4054,Gorontalo,"5237","75392","Designer, blown glass/stained glass",Nova,Gorontalo,"1978-11-26",F,PT Tarihoran Tbk,Contract,Emergency planning/management officer,Married,S1,Hindu,"8074862049443633",KTP,ID,N,"7100","4650","2",CV Yuliarti Tbk,"Jl. Suniaraja No. 288
Tangerang Selatan, PB 71357",Gang Kutisari Selatan,33299.5,"99",Tbk,"30",KM 139 TZL,"2022-07-14",KT 9677 JHI,"2024-10-10","2042-06-17","9755","4690",+62-0715-273-3006,N,+62 (77) 271 1356,P,"4","Therapist, horticultural",amalia12@example.com,"1"
